paper_id,titulo,doi,anio,citado_por,estado,ruta_pdf,notas
204,Design and performance evaluation of a generalized virtual sensor for three-phase PWM AC/DC converters,10.1109/iecon.2001.975934,2001,5,descargado,data/pdfs/204.pdf,
205,DSP-based space-vector PWM pattern generators for three-phase current source rectifiers and inverters,10.1109/cjece.1997.7101938,1997,5,descargado,data/pdfs/205.pdf,
206,A general purpose voltage regulated current-source inverter power supply,10.1109/apec.1993.290761,1993,5,descargado,data/pdfs/206.pdf,
330,Global Maximum Power Point Tracking Scheme on a Partially Shaded Photovoltaic Array,10.1109/iecon.2018.8591320,2018,5,descargado,data/pdfs/330.pdf,
207,A Staircase Modulation for Asymmetric Inverter Operating with Equals Fundamental Voltage and Minimum THD,10.1109/iecon49645.2022.9968523,2022,4,descargado,data/pdfs/207.pdf,
208,Fast-model predictive control for a grid-tie photovoltaic system,10.1109/iecon43393.2020.9255371,2020,4,descargado,data/pdfs/208.pdf,
209,Study of reactive power compensation capabilities and LC filter design for a multilevel three-phase current-source D-STATCOM,10.1109/iecon.2018.8591466,2018,4,descargado,data/pdfs/209.pdf,
210,Using the DC-link capacitor as a rotating inertia in a three phase PV system,10.1109/intercon.2017.8079653,2017,4,descargado,data/pdfs/210.pdf,
211,Nonlinear control and model predictive control applied to a multi-cell AFE rectifier,10.1109/ecce.2015.7309690,2015,4,descargado,data/pdfs/211.pdf,
212,Operating region and control for power converters connected to a variable frequency and amplitude voltage grid supply,10.1109/icit.2015.7125243,2015,4,descargado,data/pdfs/212.pdf,
213,Predictive control of modular current source converters,10.1109/iecon.2014.7048734,2014,4,descargado,data/pdfs/213.pdf,
214,Resonant control for H-Bridge topologies based on single-phase current-source inverters,10.1109/isie.2014.6864838,2014,4,descargado,data/pdfs/214.pdf,
215,Predictive control for static power converters working in wide frequency ranges,10.1109/iecon.2013.6700090,2013,4,descargado,data/pdfs/215.pdf,
216,Predictive control of two parallel induction machines fed by a six-leg indirect matrix converter under an unbalanced ac-supply,10.1109/sled-precede.2013.6684490,2013,4,descargado,data/pdfs/216.pdf,
217,A convenient form to connect single-phase cells to multi-pulse transformers in unbalanced systems,10.1109/pesc.2008.4592539,2008,4,descargado,data/pdfs/217.pdf,
218,Analysis of a multi-cell topology implemented with single-phase non-regenerative cells under an unbalanced AC mains,10.1109/iecon.2005.1568989,2005,4,descargado,data/pdfs/218.pdf,
219,Virtual-sensor-based control of PWM current source rectifiers,10.1109/ias.1999.798759,1999,4,descargado,data/pdfs/219.pdf,
220,Non-linear control and stabilization of PWM current source rectifiers in the regeneration mode,10.1109/apec.1997.575752,1997,4,descargado,data/pdfs/220.pdf,
331,Fast-Model Predictive Control for a Grid-Tie Photovoltaic System,10.1109/iecon43393.2020.9255371,2020,4,descargado,data/pdfs/331.pdf,
332,A Virtual Synchronous Generation Strategy for a Single-Phase Grid-Connected qZSI,10.1109/intlec.2018.8612434,2018,4,descargado,data/pdfs/332.pdf,
333,Non-linear control of a grid-connected multi-cell photovoltaic inverter that operates under variable temperature and irradiance,10.1109/icit.2015.7125519,2015,4,descargado,data/pdfs/333.pdf,
221,Analysis of the chilean power system performance considering a long-distance hvdc transmission line,10.1109/aeithvdc58550.2023.10178998,2023,3,descargado,data/pdfs/221.pdf,
224,Finite control set model predictive control assisted by a linear controller for true parameter uncertainty compensation,10.1109/ecce.2017.8096840,2017,3,descargado,data/pdfs/224.pdf,
226,Multivariable control for a three-phase rectifier based on deadbeat algorithm,10.1109/iecon.2016.7793304,2016,3,descargado,data/pdfs/226.pdf,
227,Resonant control for power converters connected to weak and micro grid systems with variant frequency,10.1109/ecce.2016.7855400,2016,3,descargado,data/pdfs/227.pdf,
228,Resonant control for multi-cell cascaded H-Bridge topologies based on current source inverters,10.1109/iecon.2014.7048739,2014,3,descargado,data/pdfs/228.pdf,
229,A multi-cell unified power quality conditioner that operates with asymmetrical DC links voltages for minimum THD,10.1109/ecce.2009.5704842,2009,3,descargado,data/pdfs/229.pdf,
230,Hybrid control of three-phase current source rectifiers,10.1109/tpel.2006.875566,2008,3,descargado,data/pdfs/230.pdf,
231,AC Filter Voltage Reconstruction in PWM~ CSR,10.1109/pesc.2005.1581907,2005,3,descargado,data/pdfs/231.pdf,
232,Reactive power compensation capabilities as a function of parasitic components in three-phase AC/DC voltage and current source rectifiers,10.1109/iecon.2001.975935,2001,3,descargado,data/pdfs/232.pdf,
334,Consensus-Based Distributed Control for Improving the Sharing of Unbalanced Currents in Three-phase Three-wire Isolated Microgrids,10.1109/egrid52793.2021.9662144,2021,3,descargado,data/pdfs/334.pdf,
335,Reducing losses in the shoot-through state of a single-phase quasi-z-source inverter,10.1109/intlec.2017.8214176,2017,3,descargado,data/pdfs/335.pdf,
336,Enhanced average model for current source converter hybrid simulations,10.1109/icit.2015.7125469,2015,3,descargado,data/pdfs/336.pdf,
237,Finite Control Set–Model Predictive Control with Improved Harmonic Rejection applied to Multi-Cell AFE Rectifier,10.1109/speedam48782.2020.9161883,2020,2,descargado,data/pdfs/237.pdf,
238,PV Farm Operation withIndependent Reactive Power Compensation Regardless of the Active Power Level Generation,10.1109/iecon.2018.8591301,2018,2,descargado,data/pdfs/238.pdf,
239,Real-Time Simulation of a High-Power Cycloconverter Drive,10.1109/tie.2006.878356,2018,2,descargado,data/pdfs/239.pdf,
241,"Dynamic matrix predictive control on DC-AC modular multilevel converter: Design, control and real-time simulation",10.1109/ecce.2017.8096780,2017,2,descargado,data/pdfs/241.pdf,
242,Improved steady state and transient behavior of static power converters by means of an operating mode identifier algorithm,10.1109/iecon.2013.6699248,2013,2,descargado,data/pdfs/242.pdf,
243,Passivity-based PI control of three-phase switched power converters,10.1109/iecon.2004.1432299,2004,2,descargado,data/pdfs/243.pdf,
244,DSP implementation of output voltage reconstruction in CSI based UPS systems,10.1109/iecon.1994.397827,1994,2,descargado,data/pdfs/244.pdf,
246,On line generation of gating signals for current source converter topologies,10.1109/isie.1993.268723,1993,2,descargado,data/pdfs/246.pdf,
337,Evaluation of quadrature signal generation approaches for single-phase electric aircraft grids,10.1109/piicon56320.2022.10045107,2022,2,descargado,data/pdfs/337.pdf,
338,Operating region of a genset-based virtual synchronous generator,10.1109/access.2020.3011154,2020,2,descargado,data/pdfs/338.pdf,
339,A Virtual Synchronous Generator Strategy for a Grid-Connected qZSI,10.1109/iecon.2019.8926964,2019,2,descargado,data/pdfs/339.pdf,
340,Improving efficiency in the shoot-through state of a single-phase z-source inverter,10.1109/spec.2017.8333661,2017,2,descargado,data/pdfs/340.pdf,
247,A novel multi-source multilevel inverter,10.1109/pesc.1992.254717,2025,1,descargado,data/pdfs/247.pdf,
249,PLECS Implementation of a Predictive Control Strategy for a Multi-Drive System based on an Indirect Matrix Converter,10.1109/icit58233.2024.10540706,2024,1,descargado,data/pdfs/249.pdf,
250,Analysis of the energy matrix decarbonization in the operation of the large mining power distribution systems: The Chilean case,10.1109/eeeic/icpseurope57605.2023.10194614,2023,1,descargado,data/pdfs/250.pdf,
251,A new discretization method of model equations for predictive power converter control applications based on input-state linearization,10.1109/iecon49645.2022.9968545,2022,1,descargado,data/pdfs/251.pdf,
252,Soft-deadbeat control for multivariable three phase VSC under variable grid voltage,10.1109/iecon48115.2021.9589668,2021,1,descargado,data/pdfs/252.pdf,
255,FCS–MPC and Feedback Quantizer applied to a Multi-Cell AFE Rectifier,10.1109/chilecon47746.2019.8986867,2019,1,descargado,data/pdfs/255.pdf,
256,A Comparative Analysis in Asymmetric Inverters Non-Regenerative,10.1109/ica-acca.2018.8609771,2018,1,descargado,data/pdfs/256.pdf,
257,Series Active Power Compensator Based on Single-Phase Current-Source Converters with Minimum DC Current Operation,10.1109/ecce.2018.8557939,2018,1,descargado,data/pdfs/257.pdf,
258,Frequency control of MMC-HVDC based on active and reactive power decoupling,10.1109/icit.2018.8352267,2018,1,descargado,data/pdfs/258.pdf,
259,Discrete Resonant Control for wide frequency range operation of power converters,10.1109/iecon.2016.7794039,2016,1,descargado,data/pdfs/259.pdf,
260,Extended-horizon finite-control-set predictive control of a multilevel inverter for grid-tie photovoltaic,10.1109/tie.2015.2508920,2016,1,descargado,data/pdfs/260.pdf,
261,Two predictive control techniques for output voltage control and improvement of the source currents in an indirect matrix converter,10.1109/isie.2014.6864822,2014,1,descargado,data/pdfs/261.pdf,
262,Operating region comparison of symmetric and asymmetric Multilevel Shunt Active Power Filters,10.1109/isie.2014.6864681,2014,1,descargado,data/pdfs/262.pdf,
263,Guest Editorial Special Section on Digital Control Systems in Power Electronics and Electrical Drives-Part III,10.1109/tii.2012.2228662,2013,1,descargado,data/pdfs/263.pdf,
264,Introduction to the Special Section on Digital Control Systems in Power Electronics and Electrical Drives—Part II,10.1109/tie.2012.2207813,2013,1,descargado,data/pdfs/264.pdf,
265,Multi-cell topologies for three-phase systems operating under unbalanced AC mains and asymmetrical loads,10.1109/iecon.2008.4758486,2008,1,descargado,data/pdfs/265.pdf,
266,Multiobjective LMI-based controller design for reactive power compensation in a DSTATCOM,10.1109/pesc.2008.4592015,2008,1,descargado,data/pdfs/266.pdf,
267,Optimized use of selective harmonic elimination techniques for three-phase AC/DC converters for high power applications,10.1109/jproc.2009.2030235,2004,1,descargado,data/pdfs/267.pdf,
268,Stability issues in three-phase PWM current/voltage source rectifiers,10.1109/isie.2000.930340,2000,1,descargado,data/pdfs/268.pdf,
269,Asynchronous bidirectional direct frequency converter controlled by space vectors,10.1109/colloq.1990.152826,1990,1,descargado,data/pdfs/269.pdf,
342,State of Charge Control of Second Life Batteries Integrated by a Modular Multilevel Converter,10.1109/tpel.2017.2652318,2026,1,descargado,data/pdfs/342.pdf,
343,The Photovoltaic Greenhouse as Energy Hub for a More Sustainable Agriculture,10.1109/ica-acca56767.2022.10006135,2022,1,descargado,data/pdfs/343.pdf,
344,Double demodulation type open-loop synchronization method for single-phase system,10.1109/globconpt57482.2022.9938355,2022,1,descargado,data/pdfs/344.pdf,
345,A method to evaluate cycloconverters commutation robustness under voltage variations in mining distribution systems,10.1109/ias.2016.7731929,2016,1,descargado,data/pdfs/345.pdf,
270,Predictive Control in DC–DC Power Converters: An Overview,10.1109/tia.2014.2308357,2026,0,descargado,data/pdfs/270.pdf,
271,Hybrid Transformer as an Active Filter,10.1109/63.662847,2025,0,descargado,data/pdfs/271.pdf,
272,Comparison of the Reactive Power Range in the AC Terminals of LCC and MCC based HVDCs,10.1109/iecon58223.2025.11221359,2025,0,descargado,data/pdfs/272.pdf,
273,Comparative Performance Analysis of Classic and Modulated FCS-MPC for Grid-Tied Inverters,10.1109/ecce-asia63110.2025.11112142,2025,0,descargado,data/pdfs/273.pdf,
275,Enhanced Model Predictive Control for Voltage Source Inverters in Photovoltaic Microgrids with Unbalanced Loads and Wide Frequency Ranges,10.1109/tsg.2015.2434849,2024,0,descargado,data/pdfs/275.pdf,
276,Operating Region of a Three-Phase UPQC Including Photovoltaic Power Injection,10.1109/iecon55916.2024.10905601,2024,0,descargado,data/pdfs/276.pdf,
279,Staircase Modulation for Asymmetric Inverters with Minimum WTHD,10.1109/icit58465.2023.10143105,2023,0,descargado,data/pdfs/279.pdf,
283,PV Injection System with Third Harmonic Compensation based on H-Bridge Topologies,10.1109/jestpe.2019.2908672,2021,0,descargado,data/pdfs/283.pdf,
285,Study of the Open-Source Arduino DUE Board as Digital Control Platform for Three-Phase Power Converters,10.1109/access.2021.3138705,2021,0,descargado,data/pdfs/285.pdf,
289,Enhanced predictive control strategy for low sampling frequency in a multilevel topology,10.1109/access.2019.2937239,2017,0,descargado,data/pdfs/289.pdf,
290,Control of a multi-terminal DC transmission system with reduced power oscillation,10.1109/tie.2006.878356,2017,0,descargado,data/pdfs/290.pdf,
291,Guest Editorial Special Section on Digital Control Systems in Power Electronics and Electrical Drives—I,10.1109/tii.2011.2123908,2012,0,descargado,data/pdfs/291.pdf,
294,Optimized use of selective harmonic elimination techniques for three-phase AC,10.1109/iecon.2004.1432232,2004,0,descargado,data/pdfs/294.pdf,
295,Capability assessment of high-performance control schemes for PWM voltage-source rectifiers fed from weak power systems,10.1109/jestpe.2013.2275978,2002,0,descargado,data/pdfs/295.pdf,
296,Utility Applications-Three-Phase Series var Compensation Based on a Voltage-Controlled Current Source Inverter with Supplemental Modulation Index Control,10.1109/ojpel.2021.3056627,1999,0,descargado,data/pdfs/296.pdf,
297,A CURRENT-SOURCE INVERTER FED INDUCTION MOTOR DRIVE SYSTEM,10.1109/ias.1995.530282,1995,0,descargado,data/pdfs/297.pdf,
299,IEEE Power Electronics Society,10.1109/9780470546840,,0,sin_acceso,,"libro IEEE (ISBN 9780470546840), sin arnumber en Xplore"
306,A Simple Voltage Control Method with Unity Displacement Power Factor for Four-Leg Indirect Matrix Converters,10.1109/epepemc.2012.6397289,,0,descargado,data/pdfs/306.pdf,
307,Torque and Flux Control of an Induction Machine fed by an Indirect Matrix Converter with Instantaneous Unity Power Factor Operating under Unbalanced AC-Supply,10.1109/5.931496,,0,descargado,data/pdfs/307.pdf,
346,"Energy Management System Based on Predictive Control for a Commercial Smart Building with PV, BESS and EV Charging Providing Tertiary Frequency Regulation",10.1109/access.2021.3062840,2026,0,descargado,data/pdfs/346.pdf,
347,Bidirectional Synthetic Inertia of a High-Voltage Direct-Current Transmission System With Battery Energy Storage Support,10.1109/tpel.2013.2289913,2026,0,descargado,data/pdfs/347.pdf,
348,Battery Cell State of Charge Control in AC Battery Using a Consensus-Based Distributed Control Scheme implemented with Hardware-in-the Loop,10.1109/access.2020.3032378,2024,0,descargado,data/pdfs/348.pdf,
349,Distributed Event-Triggered Consensus Control for Modular Multilevel Converters,10.1109/access.2020.3032378,2024,0,descargado,data/pdfs/349.pdf,
350,Active power filter control methods for power quality improvement in more electric aircraft applications,10.1109/access.2020.3024168,2024,0,descargado,data/pdfs/350.pdf,
353,Multi-Phase Systems Variable Switching Frequency Phase Shift Modulation for Zero-Voltage-Switching in Two-Parallel SiC,10.1109/tpel.2017.2652318,,0,descargado,data/pdfs/353.pdf,
